gene,length,low-mg1,low-mg2,ns1,ns2
quuD,384,1.21944,1.26644,0.783633,1.24325
insH2,981,177.589,179.409,106.721,133.379
essD,216,7.01278,6.48638,3.24407,2.69593
rrrD,498,11.128,9.38399,5.54223,6.66125
rzpD,462,7.41271,10.2497,11.4033,13.0327
rzoD,183,0,0,0,0
borD,294,82.6466,71.7259,432.52,339.923
ybcV,411,0.943053,0.915497,0.671255,1.41994
ybcW,207,12.2196,13.0033,7.01063,16.6198
ylcI,195,5.90917,8.43331,2.82201,10.5824
nohD,546,4.03537,3.83982,1.4789,3.264
tfaD,564,3.61031,3.20766,0.80097,0.941299
tfaX,186,5.10778,4.87039,1.61336,1.56422
appY,750,6.22988,6.59041,5.02162,10.4809
ompT,954,935.83,658.684,1926.97,2133.54
envY,762,5.60146,5.72716,2.83378,3.5897
ybcH,891,4.77324,4.95047,4.65062,4.88906
nfrA,2973,7.37599,7.00026,8.22553,9.11128
nfrB,2238,5.48071,5.67427,3.45851,5.28508
cusS,1443,14.2719,12.022,18.9084,45.983
cusR,684,50.1507,44.5611,46.4293,116.576
cusC,1374,31.0712,21.4034,49.1312,345.634
cusF,333,20.309,12.9731,67.8972,427.935
cusB,1224,16.7573,10.7992,38.2767,294.506
cusA,3144,8.04049,6.55236,12.9025,92.4833
pheP,1377,36.2668,41.3116,46.6706,43.0523
ybdG,1248,25.6251,24.5422,33.3342,39.1743
nfsB,654,75.2607,54.4534,166.28,163.163
ybdF,369,18.9456,12.9292,25.4813,33.4912
ybdJ,249,30.2412,26.3845,23.8342,22.2307
ybdK,1119,9.59781,7.55684,4.55691,6.38675
sokE,59,14.84,15.1794,4.60928,7.97751
hokE,153,1.78711,0.83633,0.326514,0
insL2,1113,30.3388,26.6024,45.6791,53.4619
entD,621,9.94249,9.67292,71.0592,124.194
fepA,2241,24.8324,20.373,565.584,913.286
fes,1203,6.92473,5.39447,169.58,260.108
ybdZ,219,5.15107,3.17805,155.763,279.575
entF,3882,7.37535,6.19074,227.472,433.747
fepE,1134,0.698912,0.559273,3.16761,6.58349
fepC,816,6.28144,5.33736,39.7895,54.8433
fepG,993,8.71344,9.3292,31.0602,44.2214
fepD,1005,41.5348,45.1203,68.502,83.3171
entS,1251,25.331,25.8427,78.0151,93.4957
fepB,957,25.7369,22.5381,118.176,172.874
entC,1176,34.4688,28.0757,618.777,808.934
entE,1611,12.654,10.3581,310.511,460.307
entB,858,22.6346,17.1998,523.056,825.271
entA,747,22.0327,21.0435,376.048,617.439
entH,414,15.838,13.877,316.662,503.128
cstA,2106,13.4614,14.7884,38.303,62.0557
ybdD,198,22.6972,19.9711,33.3536,31.135
hcxA,1089,18.0753,15.766,14.3468,13.6618
ybdL,1161,4.24928,4.19605,7.59439,6.72802
ybdM,630,2.6939,2.50766,3.50627,5.26777
ybdN,1221,1.36455,1.43791,0.843538,1.1098
ybdO,903,1.43266,0.915892,1.14027,1.41195
dsbG,747,14.9987,11.2536,27.1583,28.1204
ahpC,564,1264.87,886.128,2178.64,2484.79
ahpF,1566,39.9406,32.6772,110.947,114.461
uspG,429,268.061,143.964,139.097,220.154
ybdR,1239,12.7554,10.5276,4.72418,5.9188
yldA,90,4.26965,4.54927,0.828842,2.33773
rnk,411,39.0581,30.7696,100.81,110.885
rna,807,34.3817,27.9632,77.8517,97.2835
citT,1464,9.7687,11.297,1.51021,1.3069
citG,879,2.68591,2.85398,1.02852,1.23893
citX,552,2.2249,2.37893,1.00021,1.68302
citF,1533,1.28753,1.58325,0.70475,0.953418
citE,909,1.31647,1.36478,0.994611,0.847428
citD,297,1.4668,1.32746,0.759309,1.33851
citC,1059,1.54254,1.31051,0.379495,1.17907
dpiB,1659,5.36385,6.1959,3.62473,4.21302
dpiA,681,8.23696,7.09532,7.47144,16.6491
dcuC,1386,5.41581,4.31792,9.17204,73.2757
pagP,561,34.3658,37.4206,2.68415,4.02188
cspE,210,1115.51,991.119,4183.03,3680.37
crcB,384,37.5923,32.4257,43.6222,40.82
tatE,204,89.9481,83.7391,37.1604,48.6433
lipA,966,197.701,167.192,287.399,272.434
ybeF,954,8.71328,9.35376,4.23852,6.01446
lipB,642,15.7862,19.9874,15.171,13.9782
ybeD,264,131.468,115.117,104.836,112.889
dacA,1212,89.7406,64.4353,225.735,189.627
rlpA,1089,81.792,60.3715,175.483,157.086
mrdB,1113,23.0484,20.9345,52.8785,50.8441
mrdA,1902,20.5362,25.3558,44.4172,51.9817
rlmH,468,49.8789,56.1589,91.0778,101.434
rsfS,318,103.326,108.896,186.71,194.478
cobC,612,41.2518,37.0086,23.624,21.4729
nadD,642,95.7497,79.6204,47.3506,48.1794
holA,1032,75.4445,64.8694,61.138,57.7398
lptE,582,123.903,116.439,254.65,196.04
leuS,2583,140.057,136.887,270.71,229.755
ybeL,483,61.1104,34.5937,23.2715,39.6128
ybeQ,978,6.33342,5.70396,2.49104,3.63972
ybeR,708,0.890513,1.18077,0.141842,0.150024
djlB,1428,1.26884,1.87984,0.668565,0.372172
ybeT,555,0.844394,1.05895,0.135656,0.191307
ybeU,708,1.30152,1.49218,0.531909,0.862636
djlC,1452,2.33978,2.35531,1.0901,2.03144
hscC,1671,2.66268,2.96017,1.86456,2.11525
rihA,936,7.74035,6.86291,42.2067,59.881
gltL,726,20.3978,15.0839,53.8797,45.8313
gltK,675,20.5716,16.4124,65.011,52.1606
gltJ,741,16.2763,12.9812,41.9816,36.5905
sroC,163,22.2106,17.67,18.3963,16.7009
gltI,909,115.441,77.3477,244.149,186.405
insH3,981,177.589,179.409,106.721,133.379
lnt,1539,32.1259,36.2549,79.0326,93.4335
ybeX,879,133.155,131.962,280.528,307.376
ybeY,468,51.8119,46.057,96.8673,120.825
ybeZ,1041,74.699700000000007,55.0477,145.734,174.734
miaB,1425,94.6141,89.0093,172.465,144.707
ubiF,1176,49.2137,43.3485,44.4089,65.5868
glnX,75,2030.41,2782.12,587.451,798.741
glnV,75,2030.41,2782.12,587.451,798.741
metU,77,294.776,460.92,57.3294,66.4145
glnW,75,6937.17,10257.7,1387.48,1614.8
glnU,75,6937.17,10257.7,1387.48,1614.8
leuW,85,5335.05,8072.03,591.704,682.417
metT,77,294.776,460.92,57.3294,66.4145
asnB,1665,19.5124,14.6609,235.736,179.662
umpH,753,60.0756,56.2227,145.714,172.705
nagC,1221,52.6741,51.667,85.4237,109.413
nagA,1149,144.702,115.043,74.266,101.349
nagB,801,61.6679,56.9299,78.6536,105.538
nagE,1947,20.8929,16.1513,66.5451,124.249
glnS,1665,128.288,108.386,402.959,352.396
chiP,1407,3.38039,3.26691,3.44625,5.7225
chiQ,327,7.4529,8.38625,5.67218,5.99935
fur,447,241.644,213.275,312.642,324.502
uof,87,210.826,236.368,213.418,206.388
fldA,531,190.587,138.582,335.536,335.145
ybfE,294,51.4209,52.3599,59.8284,70.8511
ybfF,765,28.2358,23.5395,39.977,45.2684
seqA,546,97.0457,82.4603,230.686,274.376
pgm,1641,91.84,71.328,231.511,288.379
ybfP,495,4.86325,4.82239,3.14269,4.3426
potE,1320,7.64722,7.66752,2.47419,3.16041
speF,2199,8.19756,6.70319,1.26851,1.52298
speFL,105,0,0.086789,0.474369,0.250865
kdpE,678,11.5636,11.0016,7.92385,10.6132
kdpD,2685,15.2549,17.1971,9.92183,13.0186
kdpC,573,7.33303,8.49443,3.50405,4.6327
kdpB,2049,2.97721,2.89901,1.52076,2.51648
kdpA,1674,0.744214,1.13691,0.450296,0.460393
kdpF,90,0,1.21314,0.552562,0.876649
ybfA,207,655.035,568.873,57.5355,117.106
rhsC,4194,29.6305,33.9272,4.42463,6.28626
ybfB,327,2.96142,3.89862,0.996464,0.648578
ybfC,570,2.89192,2.90006,1.32092,0.884837
ybfQ,255,2.53045,2.96787,0.409876,0.892875
ybfD,762,2.09713,2.69674,0.372189,0.700432
ybgA,510,24.5846,19.4615,12.3986,15.2473
phr,1419,9.66784,9.33568,5.82505,6.25467
dtpD,1482,9.09339,13.238,10.3245,10.0234
ybgI,744,62.3442,47.2824,86.2912,154.803
pxpB,657,57.0554,46.879,84.5184,154.701
pxpC,933,53.1432,39.6451,76.8513,134.581
pxpA,735,39.4829,34.8861,60.5993,103.404
nei,792,11.4528,13.7472,30.2142,47.3822
abrB,1047,7.22947,7.87411,16.817,34.2546
ybgO,1062,5.66541,4.95897,2.81453,3.5022
ybgP,729,1.84068,2.59606,0.895453,1.38423
ybgQ,2448,4.38936,5.09379,0.698091,0.803506
ybgD,567,0.912061,0.971792,0.26558,0.51498
gltA,1284,234.836,178.666,765.986,326.943
ybgV,33,49.9957,52.492,76.1641,46.1444
ybgU,108,4.90128,4.13561,3.22919,0.487921
sdhC,390,108.438,86.7965,580.571,153.973
sdhD,348,67.354,48.0279,415.376,89.2993
sdhA,1767,71.2301,55.0105,414.509,91.7173
sdhB,717,68.9276,51.3796,414.485,98.9967
sucA,2802,191.156,123.977,890.933,344.857
sucB,1218,177.655,124.523,1158.55,644.549
sucC,1167,153.145,96.1708,921.821,542.261
sucD,870,125.386,79.8498,780.081,504.265
sdhX,101,0.158716,0,0,0
mngR,723,5.76903,6.31522,13.1958,14.9486
mngA,1977,0.638396,0.595325,0.381318,0.63185500000000006
mngB,2634,5.4066,5.77465,3.79747,5.74219
cydA,1569,171.666,120.984,320.355,1527.35
cydB,1140,148.71,108.106,261.023,1196.77
cydX,114,7.03873,5.35979,8.96351,37.9221
ybgE,294,38.6343,31.7153,51.9876,199.573
ybgC,405,114.161,109.24,93.7545,104.991
tolQ,693,127.926,110.21,150.849,136.675
tolR,429,47.6636,54.7913,44.3193,48.1124
tolA,1266,59.0192,60.3022,55.7003,62.7539
tolB,1293,318.777,282.195,383.885,358.248
pal,522,767.263,535.25,1693.23,1491.93
cpoB,792,203.925,173.528,517.161,392.001
lysT,76,15581.7,21284.9,2629.8,2759.31
valT,76,11012,14573.1,1810.91,1845.05
lysW,76,15581.7,21284.9,2629.8,2759.31
valZ,76,11012,14573.1,1810.91,1845.05
lysY,76,15581.7,21284.9,2629.8,2759.31
lysZ,76,15581.7,21284.9,2629.8,2759.31
lysQ,76,15581.7,21284.9,2629.8,2759.31
nadA,1044,20.6043,23.0475,279.083,312.51
pnuC,720,20.7696,21.7167,199.319,246.665
zitB,942,12.9616,11.5508,37.6723,48.6715
ybgS,381,144.685,85.4458,15.335,19.909
aroG,1053,85.8605,68.5084,327.317,398.346
gpmA,753,355.108,240.667,712.533,1065.54
galM,1041,69.7125,56.6016,202.484,275.972
galK,1149,48.7221,45.3982,106.491,152.359
galT,1047,22.0592,20.2076,44.0217,56.5835
galE,1017,57.2979,42.4466,103.11,115.483
modF,1473,10.9721,9.54914,30.2244,36.5861
modE,789,24.5295,22.4168,31.7611,43.1863
acrZ,150,31.0916,31.9855,21.645,32.227
modA,774,30.3937,23.4442,156.916,215.17
modB,690,10.66,11.0635,35.5838,58.9943
modC,1059,18.6633,18.217,57.6833,96.3823
ybhA,819,34.5104,26.8809,54.0237,50.4918
pgl,996,64.9512,41.2461,111.712,148.055
ybhD,954,1.71214,1.37754,1.1057,2.58956
ybhH,1053,3.37912,3.51751,0.0715604,0.151376
ybhI,1434,1.87274,2.05149,0.297844,0.46327
ybhJ,2262,6.05212,6.35803,3.34406,3.74845
ybhC,1284,49.2349,43.2132,158.225,129.027
ybhB,477,71.3606,52.3879,94.3071,82.3341
bioA,1290,3.61151,3.57011,47.2256,34.6454
bioB,1041,4.56774,3.45207,78.5372,57.241
bioF,1155,3.09497,2.81719,60.8095,48.2607
bioC,756,37.6391,33.5051,64.6639,53.4644
bioD,678,19.3601,17.3018,54.5042,48.523
uvrB,2022,41.6851,34.2837,38.3151,48.7536
ybhK,909,27.4858,27.144,32.9327,41.1441
moaA,990,75.0807,60.2757,83.543,159.335
moaB,513,122.489,68.8362,45.6852,149.721
moaC,486,68.1803,46.206,23.1282,77.3179
moaD,246,61.7413,42.0129,27.8898,78.8062
moaE,453,70.9609,47.8219,29.1288,81.298
ybhL,705,356.595,214.419,148.214,208.138
ybhM,714,5.50202,6.04731,0.773586,1.82237
ybhN,957,3.76844,4.79187,0.866045,1.02703
clsB,1242,6.44698,5.24742,3.58009,4.3856
ybhP,762,12.285,9.24786,5.70051,6.76119
ybhQ,411,55.3651,43.5419,31.0608,37.1122
ybhR,1107,10.1985,8.2531,10.0748,16.6318
ybhS,1134,9.81329,7.82171,7.19912,13.8464
ybhF,1737,18.6016,14.8369,13.9306,27.1425
ybhG,999,33.6895,24.3238,22.1246,40.4194
cecR,672,28.9623,24.2635,38.1046,39.7888
rhlE,1365,38.6357,38.3273,81.6088,66.8102
ybiA,483,6.18797,5.94935,7.99959,8.79064
dinG,2151,13.4132,13.3805,17.6178,18.6587
ybiB,963,33.285,22.7032,34.1915,47.032
hcxB,1086,23.0549,17.9084,82.5022,93.4256
ybiE,60,185.776,157.299,103.451,100.264
ybiJ,261,99.6061,75.8794,66.0206,54.9088
ybiI,267,9.00064,7.17434,34.6165,48.4207
ybiX,678,8.32104,6.66601,282.185,249.743
fiu,2283,12.241,9.10699,981.445,495.753
mcbA,261,19.9583,15.204,7.19701,11.5704
rlmF,927,32.5526,37.8989,42.8328,44.8448
ybiO,2226,6.54978,6.12207,3.69164,3.64188
glnQ,723,72.985,52.6183,185.54,393.109
glnP,660,68.3321,49.5333,167.052,333.181
glnH,747,182.3,114.098,348.453,675.173
dps,504,518.147,263.364,296.67,409.196
rhtA,888,3.42356,4.8223,7.12674,8.22578
yliM,66,10586.2,7945.87,1266.08,1104.15
ompX,516,7250.2,5045.69,2428.57,2425.3
opgE,1584,20.2236,21.9166,12.547,14.8142
rybA,340,48.8046,51.7446,149.67,142.706
mntS,129,0,0,0,0
mntR,468,49.3957,46.0766,30.127,23.2465
ybiR,1119,28.143,28.2724,14.4564,12.726
ldtB,921,204.892,181.448,202.741,175.99
ybiT,1593,46.0747,51.9449,90.5114,95.0775
ybiU,1266,15.2052,11.8499,10.2193,8.29023
ybiV,816,28.9897,26.9908,23.4798,23.9879
ybiW,2433,3.8178,3.34498,2.35508,3.99859
ybiY,900,1.88663,1.57241,1.47891,2.3906
fsaA,663,8.48464,8.24365,11.2834,15.4584
moeB,750,27.4848,22.307,46.6006,57.3616
moeA,1236,33.0194,28.3947,45.6897,59.2885
iaaA,966,62.2283,60.6491,60.8649,154.05
gsiA,1872,41.7908,38.4118,57.1692,158.713
gsiB,1539,37.0562,30.311,42.5937,114.828
gsiC,921,13.7484,11.9036,14.5614,42.7717
gsiD,912,11.0823,7.95017,19.0283,47.999
pdeI,2349,1.03335,1.32318,5.27438,10.829
dgcI,1329,1.91104,1.90218,8.43093,13.1159
rimO,1326,22.5207,22.8847,82.4347,56.6902
bssR,384,67.1531,52.0675,47.9975,187.247
yliI,1116,10.3917,8.35956,4.05146,7.499
gstB,627,128.868,77.6109,111.015,127.835
dacC,1203,319.022,269.02,25.2877,33.4605
deoR,759,341.888,313.247,45.0232,45.8007
ybjG,597,2431.07,2154.99,53.142,48.0696
mdfA,1233,60.8599,79.1362,12.5708,12.5632
ybjH,285,39.284,44.8402,17.3178,21.199
ybjI,816,19.9936,15.3928,22.1873,32.3201
ybjJ,1209,9.13813,7.91472,13.111,17.3835
rcdA,537,6.98116,5.6258,7.61724,10.5774
rybB,79,7.68981,6.78473,6.28539,13.9606
ybjL,1686,41.3316,43.9968,26.0954,33.3697
ybjM,378,6.66358,6.69947,3.58217,7.64774
grxA,258,5.62555,5.96733,6.11551,6.57092
ybjC,288,27.5606,19.9591,52.806,65.8811
nfsA,723,19.7891,17.4971,46.4633,60.1986
rimK,903,19.8961,21.6863,23.4451,31.5923
ybjN,477,58.7616,53.4849,85.6286,100.525
potF,1113,38.38,27.0126,70.9561,22.6531
potG,1134,12.3094,9.02131,25.3188,7.02864
potH,954,8.44205,6.37713,16.7172,5.93092
potI,846,7.05286,6.99476,14.9306,5.74531
ybjO,489,22.6647,20.5584,15.0849,15.0867
rlmC,1128,20.4048,23.7854,21.6676,24.3541
artJ,732,21.2026,30.4604,63.3512,37.3299
artM,669,23.3654,25.4569,83.0046,61.0418
artQ,717,27.9363,34.4538,80.9922,62.4794
artI,732,54.0667,62.2262,145.533,120.225
artP,729,53.8231,74.8699,135.11,110.884
ybjP,516,68.2634,36.0512,74.1603,93.4052
ybjQ,324,20.1741,20.041,22.8982,41.974
amiD,831,31.3274,25.4206,39.888,55.2289
ybjS,1014,49.5721,47.539,55.2123,59.1829
ybjT,1431,21.5704,16.9088,31.4796,35.7279
ltaE,1002,42.8857,31.7355,66.1,76.1164
poxB,1719,41.1033,22.7637,20.771,20.8405
hcr,969,3.47147,4.09716,4.0693,21.3008
hcp,1653,2.59378,2.59748,3.70891,10.209
lysO,900,28.2455,25.1484,52.4596,46.3362
aqpZ,696,9.49976,9.25243,3.93175,4.61635
ybjD,1659,47.2799,43.798,22.0216,30.5965
ybjX,993,549.093,490.089,148.674,107.597
macA,1116,9.02936,7.63479,19.6271,31.5672
macB,1947,9.19985,9.21852,11.7835,19.9028
cspD,225,315.4,243.424,245.964,429.703
yljB,75,71.3597,69.2393,62.1923,120.013
clpS,321,20.6637,22.7991,26.0785,38.5662
clpA,2277,328.543,226.393,249.374,444.203
serW,88,58.2989,91.9963,22.8816,24.2014
infA,219,558.302,559.338,1654.09,1273.02
aat,705,36.6662,30.9999,33.7595,43.1268
cydC,1722,26.4588,20.7753,50.9397,75.7007
cydD,1767,29.8326,29.2692,49.501,68.3292
trxB,966,178.247,159.41,405.437,317.835
lrp,495,207.749,157.766,402.366,506.154
ftsK,3990,57.4913,48.4185,100.925,133.585
lolA,612,62.7228,50.3503,127.553,150.874
rarA,1344,25.1201,20.8685,44.4697,54.1522
serS,1293,113.987,104.033,391.015,578.77
dmsA,2445,5.27502,4.26132,11.0495,55.3794
dmsB,618,4.13227,3.89387,3.61486,31.8327
dmsC,864,6.12003,5.75376,3.8947600000000002,27.4217
ycaC,627,134.101,81.0388,21.5785,22.8231
ycaD,1149,36.6295,37.7665,15.7189,17.6661
ycaM,1431,2.90544,2.85882,1.40456,2.02409
ycaN,909,7.34735,4.99409,3.53639,4.73391
ycaK,591,4.32073,3.68296,1.57135,1.97641
pflA,741,62.749,48.4406,82.5402,200.513
pflB,2283,290.999,178.438,933.022,3484.18
focA,858,49.9807,42.8281,170.576,621.453
ycaO,1761,12.1188,12.7135,109.227,68.3204
ycaP,693,23.3739,19.3802,3.18798,4.48304
serC,1089,132.201,96.9168,558.788,563.793
aroA,1284,29.2411,22.6948,197.239,179.81
ycaL,765,5.26251,4.35962,7.38492,9.82435
cmk,684,564.94,576.3,613.674,537.773
rpsA,1674,2547.9,2754.44,5314.29,4016.33
ihfB,285,983.005,689.136,712.578,826.202
ycaI,2265,8.25171,8.90732,2.78488,3.62614
msbA,1749,87.6615,92.7481,98.9284,105.318
lpxK,987,31.2803,40.3275,35.702,33.9663
ycaQ,1233,10.1674,12.6812,7.27353,7.41292
ycaR,183,30.2665,37.0985,45.3641,62.1436
kdsB,747,92.4595,76.0445,180.528,195.172
ycbJ,894,17.0392,14.0924,21.7987,64.9194
elyC,780,9.80465,9.18785,7.04994,9.32922
cmoM,786,59.7576,52.7196,79.8652,99.5077
mukF,1323,34.5424,33.2618,46.5612,58.6062
mukE,705,32.7221,32.1075,69.4064,92.054
mukB,4461,34.849,30.5163,96.205,112.189
ldtD,1848,36.1255,31.2608,32.1306,47.6896
mepK,549,373.526,295.074,292.282,306.82
gloC,648,181.173,162.574,174.635,202.654
aspC,1191,250.252,169.221,660.092,558.626
ompF,1089,458.116,336.305,3342.02,3656.58
asnS,1401,188.599,190.449,564.824,485.441
pncB,1203,156.822,159.809,352.733,357.287
pepN,2613,81.3479,52.9806,180.559,198.115
ssuB,768,2.23152,2.26103,2.87706,3.35422
ssuC,792,2.12316,1.68215,1.14136,1.77725
ssuD,1146,2.42766,1.86078,2.01658,2.06335
ssuA,960,1.02761,0.99559,1.38658,1.3282
ssuE,576,2.16041,1.59439,1.91721,2.39648
elfA,540,2.57349,2.1086,2.37009,2.65425
elfD,702,1.31263,1.26937,0.500685,0.18913
elfC,2601,3.86373,3.9528,1.32375,1.67603
elfG,1071,6.67497,6.27326,4.12772,5.01075
ycbU,543,1.42845,2.283,0.554593,0.83099
ycbV,516,2.7869,3.55885,1.75067,2.41743
ycbF,711,10.6866,9.69062,10.1696,11.7646
pyrD,1011,22.3,28.3989,254.297,216.649
zapC,543,174.836,159.827,73.9457,85.4942
ycbX,1110,29.2453,26.6135,40.3261,46.5295
rlmL,2109,56.8229,55.0059,81.9901,77.9477
uup,1908,43.6401,38.8755,82.5891,64.4803
pqiA,1254,21.2586,22.0718,22.7977,17.9044
pqiB,1641,18.7229,18.8083,28.3876,24.7455
pqiC,564,13.4957,13.0097,11.7476,12.8487
rmf,168,2414.95,1897.85,406.728,660.544
fabA,519,100.684,103.602,179.134,182.716
ycbZ,1761,57.0568,55.7617,97.9408,104.209
matP,453,26.6014,25.7752,17.0564,25.6545
ompA,1041,11664.1,8481.26,8087.01,8295.43
sulA,510,50.3097,44.4859,37.7369,43.6603
sxy,630,14.3418,12.4508,11.1165,15.424
yccS,2154,44.7359,43.7655,39.9932,37.179
yccF,447,35.0884,33.4308,47.1965,49.0878
helD,2055,26.3466,22.3637,31.2435,38.245
mgsA,459,89.1807,62.4975,228.624,334.015
yccT,663,6.461,6.6919,4.05142,4.28511
yccU,414,60.1921,44.2469,57.1895,74.0082
hspQ,318,251.159,191.808,144.623,136.043
rlmI,1191,38.3404,37.9562,58.7199,45.1523
yccX,279,12.9513,10.2182,5.65685,7.50266
tusE,330,38.1495,31.3788,35.1678,37.1159
yccA,660,857.898,569.069,828.682,1184.8
serT,88,12.0054,19.9498,7.06223,12.8477
hyaA,1119,3.975,3.34308,2.94066,4.39238
hyaB,1794,3.83307,2.91108,3.38956,4.29615
hyaC,708,2.21487,2.47832,1.73757,2.62541
hyaD,588,3.848,4.0922,2.51842,4.65016
hyaE,399,3.39971,2.71389,2.63986,3.58988
hyaF,858,3.59967,3.07368,2.54635,3.12661
appC,1545,76.9033,71.7821,8.91175,11.1802
appB,1137,47.8559,44.5511,6.31853,8.3654
appX,93,2.06669,2.34884,1.33732,0.28289
appA,1299,42.6271,36.2749,7.07831,8.46843
etk,2181,7.74583,8.23413,7.10923,8.54298
etp,447,2.63795,2.66954,1.34687,2.61168
gfcE,1140,2.99377,3.11223,2.90858,3.89204
gfcD,2097,3.71932,3.97277,2.6244,2.8138
gfcC,747,2.29417,2.50899,1.34447,1.45757
gfcB,645,2.25544,2.83394,0.583782,0.864436
gfcA,306,28.9505,31.944,14.4134,18.363
insA4,276,35.7676,44.3047,17.392,22.526
insB4,504,198.981,206.289,191.598,202.619
cspH,213,6.25324,6.08292,1.9011,2.02094
cspG,213,201.913,190.894,25.9683,38.3329
ymcF,189,65.6084,68.5615,3.96972,7.55764
ymcE,231,0.837366,0.753418,0.216738,0.687716
gnsA,174,3.23781,2.89131,10.2003,10.9406
yccM,1074,3.90044,3.62851,3.46135,8.6825
torS,2745,7.7526,8.46259,4.2574,5.51976
torT,1029,4.82529,4.6802,3.56375,6.50593
torR,693,10.2873,9.51777,13.6214,17.3191
torC,1173,1.00665,1.06572,0.792366,0.951321
torA,2547,2.87185,3.15921,2.29905,2.78649
torD,600,9.93971,9.49047,5.39644,7.38904
cbpM,306,14.1325,9.3195,10.073,18.7095
cbpA,921,44.915,26.4315,52.8191,76.343
yccE,1257,0.887954,0.716664,0.579575,0.591866
agp,1242,16.3844,12.8558,12.6011,23.7892
yccJ,228,35.8422,26.3535,11.5278,38.0877
wrbA,597,111.374,68.7049,73.1123,174.091
ymdF,174,134.878,92.7849,19.5386,23.2487
rutG,1329,5.34361,4.5929,4.13985,4.33864
rutF,495,2.31739,1.96605,3.19338,3.64564
rutE,591,2.10567,1.92695,3.56738,2.11116
rutD,801,1.77636,1.38797,2.57058,1.12733
rutC,387,2.83726,1.30407,3.17509,1.23364
rutB,693,1.25967,1.27257,2.24608,1.11118
rutA,1149,0.422324,0.527979,4.80969,0.739943
rutR,639,23.8536,22.8122,14.0243,13.3789
putA,3963,52.3449,37.388,188.206,105.756
ymdG,27,87.8835,75.2398,52.9768,58.8816
putP,1509,29.4191,27.6659,38.1286,46.7204
efeO,1128,46.7175,44.2136,241.773,96.6157
efeB,1272,25.6126,26.8618,118.756,50.9483
phoH,1065,295.246,200.718,59.8586,17.7361
pgaD,414,14.9018,14.4977,2.78677,0.768916
pgaC,1326,2.33015,2.3987,1.02309,0.420818
pgaB,2019,1.61089,1.49836,0.609869,0.829345
pgaA,2424,3.09762,3.05769,1.1508100000000001,1.72161
dgcT,1359,3.42827,2.86136,3.91912,5.43565
insF4,867,19.0613,20.1035,7.69888,10.3977
insE4,300,17.5767,17.6046,16.3879,20.6019
ycdU,987,1.91713,2.1323,0.585279,0.565208
serX,88,58.2989,91.9963,22.8816,24.2014
ghrA,939,64.8941,48.6406,82.3787,97.4274
ycdX,738,57.0451,50.2307,75.8669,90.642
ycdY,555,65.2513,55.5783,95.8183,99.6232
ycdZ,492,39.3398,45.7742,46.8153,52.5901
csgG,834,8.04607,7.34869,5.90149,13.3436
csgF,417,4.06663,2.37694,4.3306,9.28801
csgE,390,2.9397,2.25873,1.22171,3.19644
csgD,651,10.5775,9.12908,8.71471,14.6417
csgB,456,0.708493,0.865611,0.605158,1.04738
csgA,456,9.21041,6.28071,8.58224,10.1246
csgC,333,3.78068,2.72684,89.8773,73.0077
ymdA,312,8.37901,5.70201,235.511,184.103
ymdB,534,37.5526,25.2431,95.7259,90.4615
clsC,1422,16.5418,13.0592,26.0073,27.2831
opgC,1158,9.06532,10.0013,22.3649,21.8194
opgG,1536,119.896,91.1643,243.777,220.433
opgH,2544,58.1153,53.9688,158.723,140.262
yceK,228,170.162,94.1657,53.9061,62.5892
msyB,375,107.037,68.2388,28.2842,35.9271
mdtG,1227,11.074,11.3122,7.08386,8.2287
lpxL,921,52.9218,50.8075,63.9719,70.3728
trhO,1053,64.0344,62.9136,58.2502,31.3853
yceI,576,13.5517,9.23152,22.4836,22.8126
yceJ,567,4.67431,3.17452,6.37391,5.4307
yceO,141,3.64824,2.3323,0.354106,0.936327
solA,1119,22.1443,15.6804,56.8154,61.2321
bssS,255,244.227,214.574,124.922,138.152
dinI,246,25.7583,25.3269,100.057,66.3177
pyrC,1047,175.284,147.062,725.363,340.693
yceB,561,43.6414,40.8418,56.054,62.7886
grxB,648,118.387,76.106,226.313,287.346
mdtH,1209,8.69661,8.3633,3.82318,4.85683
rimJ,585,46.5229,30.9899,55.7319,80.6373
yceH,648,41.8072,30.6465,37.2281,65.1066
yceM,924,39.9739,33.3673,34.4915,61.0315
murJ,1536,22.9617,21.6613,32.7315,33.391
flgN,417,34.3146,28.1711,352.463,428.393
flgM,294,75.3478,60.9982,845.694,1005.17
flgA,660,12.0255,8.74035,624.355,671.551
flgB,417,21.3014,13.0071,1933.19,1997.43
flgC,405,12.4409,7.7721,759.758,853.489
flgD,696,21.508,12.209,1512.32,1601.07
flgE,1209,20.7782,12.5297,1707.8,1595.9
flgF,756,14.7135,8.66491,928.245,950.697
flgG,783,14.4752,8.2961,1102.22,1036.94
flgH,699,5.34239,3.21987,340.453,353.29
flgI,1098,4.5518,2.81263,301.882,293.307
flgJ,942,3.51936,2.62429,145.57,143.477
flgK,1644,47.6618,34.5448,742.341,881.131
flgL,954,52.6187,38.6192,853.496,1040.03
rne,3186,123.966,95.238,238.194,285.925
yceQ,321,212.972,172.707,179.27,230.571
rluC,960,53.9411,55.1116,88.7934,94.3023
yceF,585,44.0641,36.7514,34.6662,38.4354
sraB,169,326.638,303.75,279.811,243.549
yceD,522,1881.62,1820.26,1628.24,1536.47
